bibItem,creatorstatement,listpos,fullName,fullName_recon_Wikidata,Wikidata_Qid,givenName,lastName,creatoritem
https://monumenta.wikibase.cloud/entity/Q417,https://monumenta.wikibase.cloud/entity/statement/Q417-30D99EF8-7E36-42FC-A006-91AEE5081D4D,1,J. Augustin Chaho,J. Augustin Chaho,,J. Augustin,Chaho,t10208
https://monumenta.wikibase.cloud/entity/Q418,https://monumenta.wikibase.cloud/entity/statement/Q418-9860D382-1019-48B9-A02A-95BEE46ED665,1,Blanca Urgell,Blanca Urgell,Q8248653,Blanca,Urgell,t10225
https://monumenta.wikibase.cloud/entity/Q419,https://monumenta.wikibase.cloud/entity/statement/Q419-2C904860-953B-47A5-8757-9E7A14013BEE,1,José Ignacio Hualde,José Ignacio Hualde,Q6292505,José Ignacio,Hualde,t10313
https://monumenta.wikibase.cloud/entity/Q420,https://monumenta.wikibase.cloud/entity/statement/Q420-49A43E41-3C73-4C85-85CF-29BB691DCBA6,2,Léon-Martin Cluzeau,Léon-Martin Cluzeau,,Léon-Martin,Cluzeau,t10216
https://monumenta.wikibase.cloud/entity/Q420,https://monumenta.wikibase.cloud/entity/statement/Q420-7FBF52BB-1E2F-4608-896F-54F9FC6D07F3,1,Fleury de Lécluse,Fleury de Lécluse,Q21544603,Fleury de,Lécluse,t10195
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-12201EE2-3823-401A-B836-F16702B0FAA6,5,Iñaki San Vicente,Iñaki San Vicente Roncal.,Q113578669,Iñaki,San Vicente,t10238
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-3208DE8E-5D2F-4E96-85AA-5357915D88D9,4,Xabier Saralegi,Xabier Saralegi,Q105668997,Xabier,Saralegi,t10304
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-56DC162D-4111-4465-9D6F-15A54FB273C6,2,Igor Leturia,Igor Leturia,Q57083734,Igor,Leturia,t10266
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-C4162F8A-A453-4BAB-9511-E52781D69CD3,3,Eli Pociello,Eli Pociello,Q105669149,Eli,Pociello,t10312
https://monumenta.wikibase.cloud/entity/Q421,https://monumenta.wikibase.cloud/entity/statement/Q421-CF9B4582-F207-469A-9EA0-C87C7796C2BF,1,Antton Gurrutxaga,Antton Gurrutxaga,Q65659267,Antton,Gurrutxaga,t10198
https://monumenta.wikibase.cloud/entity/Q422,https://monumenta.wikibase.cloud/entity/statement/Q422-3D16A3C3-87F0-4302-B4FE-D446A815E7D4,2,César Gallastegi,César Gallastegi,,César,Gallastegi,t10227
https://monumenta.wikibase.cloud/entity/Q422,https://monumenta.wikibase.cloud/entity/statement/Q422-9CEF9267-0F1B-470D-B47D-B9BBC24C104C,1,Andrés Urrutia,Andres Urrutia,Q2846535,Andrés,Urrutia,t10280
https://monumenta.wikibase.cloud/entity/Q424,https://monumenta.wikibase.cloud/entity/statement/Q424-EE150AE5-BA72-4951-B3C0-0A4730AEF632,1,José Mari Arriola Egurrola,Jose Mari Arriola Egurrola,Q107903609,José Mari,Arriola Egurrola,t10232
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-073A627E-DA4D-45B4-B37A-D0B3F11EE4A8,5,Nerea Ezeiza,Nerea Ezeiza,Q113578318,Nerea,Ezeiza,t10218
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-6E3D6FFE-0D29-4BD8-88E0-33EA04C7EBB6,4,Xabier Artola,Xabier Artola Zubillaga,Q12269005,Xabier,Artola,t10289
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-76C52053-7449-4B40-AF3A-317DE2560CEA,2,Izaskun Aldezabal,Izaskun Aldezabal Roteta,Q105669199,Izaskun,Aldezabal,t10226
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-8409C9EB-0079-4EFB-AA44-6D1FFC319C73,3,Iñaki Alegria,Iñaki Alegria,Q16517758,Iñaki,Alegria,t10265
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-86D3B30A-5E48-46CA-B146-1A305BEC2D3C,1,Itziar Aduriz,Itziar Aduriz,Q102040060,Itziar,Aduriz,t10264
https://monumenta.wikibase.cloud/entity/Q425,https://monumenta.wikibase.cloud/entity/statement/Q425-FAB48E8A-A60D-402A-A426-9A6D6275F888,6,Ruben Urizar,Ruben Urizar Enbeita,Q107851251,Ruben,Urizar,t10213
https://monumenta.wikibase.cloud/entity/Q426,https://monumenta.wikibase.cloud/entity/statement/Q426-E80A8A02-3336-4310-A344-C7CBD3E5D3A7,1,Julen Arriolabengoa,Julen Arriolabengoa,Q12261106,Julen,Arriolabengoa,t10247
https://monumenta.wikibase.cloud/entity/Q427,https://monumenta.wikibase.cloud/entity/statement/Q427-B0A16662-89B2-4CCF-9126-44120B89D766,1,Jesús Arzamendi Sáez de Ibarra,Jesús Arzamendi Sáez de Ibarra,,Jesús,Arzamendi Sáez de Ibarra,t10309
https://monumenta.wikibase.cloud/entity/Q428,https://monumenta.wikibase.cloud/entity/statement/Q428-38F445C2-8351-42C4-BD10-7455965782A0,1,Joseba Andoni Lakarra,Joseba Lakarra,Q941098,Joseba Andoni,Lakarra,t10308
https://monumenta.wikibase.cloud/entity/Q430,https://monumenta.wikibase.cloud/entity/statement/Q430-B490F171-A694-459F-80C3-FB338A9331B7,1,Julien Vinson,Julien Vinson,Q3189701,Julien,Vinson,t10248
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-282E4A12-29B4-4607-8504-E56D05AB2797,3,Sahats Ugartetxea,Sahats Ugartetxea,,Sahats,Ugartetxea,t10224
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-2D0CFFD1-B788-4E38-B826-163DFEA14575,2,Xabier Saralegi,Xabier Saralegi,Q105668997,Xabier,Saralegi,t10281
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-2F41CFD1-7DC4-4F4E-BD46-B3E9D1426161,4,Iñaki Alegria,Iñaki Alegria,Q16517758,Iñaki,Alegria,t10229
https://monumenta.wikibase.cloud/entity/Q431,https://monumenta.wikibase.cloud/entity/statement/Q431-B8F522EA-F31E-4A2E-BCDA-C224BE89400B,1,Antton Gurrutxaga,Antton Gurrutxaga,Q65659267,Antton,Gurrutxaga,t10217
https://monumenta.wikibase.cloud/entity/Q433,https://monumenta.wikibase.cloud/entity/statement/Q433-35D45379-E1AE-4372-9FF2-C51CF63A171F,1,Resurrección María Azkue,Resurrección María de Azkue,Q3109903,Resurrección María,Azkue,t10291
https://monumenta.wikibase.cloud/entity/Q434,https://monumenta.wikibase.cloud/entity/statement/Q434-8E11CD13-9A8E-4562-8255-5B1C4E2B1D86,1,P. Lafitte,P. Lafitte,,P.,Lafitte,t10889
https://monumenta.wikibase.cloud/entity/Q435,https://monumenta.wikibase.cloud/entity/statement/Q435-B382B223-C96F-4991-B84B-767E6C9E52FC,1,José Manterola,José Manterola,Q6292958,José,Manterola,t10907
https://monumenta.wikibase.cloud/entity/Q436,https://monumenta.wikibase.cloud/entity/statement/Q436-1C45A626-8DB0-425A-9425-44BFD1D799DF,1,María Águeda Moreno Moreno,María Águeda Moreno Moreno,,María Águeda,Moreno Moreno,t10902
https://monumenta.wikibase.cloud/entity/Q437,https://monumenta.wikibase.cloud/entity/statement/Q437-BB8D77BF-E955-48C2-9929-7C4CEDAB97B9,1,Luis Michelena Elissalt,Koldo Mitxelena,Q2457804,Luis,Michelena Elissalt,t10931
https://monumenta.wikibase.cloud/entity/Q438,https://monumenta.wikibase.cloud/entity/statement/Q438-3643F054-BFA0-49BB-ABBA-2C9B938DC8CF,1,David Lindemann,David Lindemann,Q57694630,David,Lindemann,t10930
https://monumenta.wikibase.cloud/entity/Q439,https://monumenta.wikibase.cloud/entity/statement/Q439-42923239-A617-4EA8-9D22-0295FFEB97EA,1,Ibon Sarasola,Ibon Sarasola,Q2876484,Ibon,Sarasola,t10921
https://monumenta.wikibase.cloud/entity/Q440,https://monumenta.wikibase.cloud/entity/statement/Q440-26ADEEDA-1FC0-4527-95BF-C2D30C6D95F4,2,David Lindemann,David Lindemann,Q57694630,David,Lindemann,t10882
https://monumenta.wikibase.cloud/entity/Q440,https://monumenta.wikibase.cloud/entity/statement/Q440-73F62C36-9BBB-438E-A57F-CC59064D2718,1,Miren Azkarate,Miren Azkarate Villar,Q3316026,Miren,Azkarate,t10898
https://monumenta.wikibase.cloud/entity/Q441,https://monumenta.wikibase.cloud/entity/statement/Q441-3283AE23-9056-4CB4-A7A7-5F7CA9C5B416,1,Miren Azkarate,Miren Azkarate Villar,Q3316026,Miren,Azkarate,t10939
https://monumenta.wikibase.cloud/entity/Q442,https://monumenta.wikibase.cloud/entity/statement/Q442-37164C71-CE3F-4F51-B70F-7050BC69421B,1,Patxi Altuna,Patxi Altuna,Q3370189,Patxi,Altuna,t10896
https://monumenta.wikibase.cloud/entity/Q443,https://monumenta.wikibase.cloud/entity/statement/Q443-86F53A10-E038-4D28-AD49-25B1CD942806,1,Josu Zulaika Hernández,Josu M. Zulaika,Q112474037,Josu,Zulaika Hernández,t10884
https://monumenta.wikibase.cloud/entity/Q444,https://monumenta.wikibase.cloud/entity/statement/Q444-41D770FD-8BAC-47CC-98C0-04C3987DE871,1,Adolfo Arejita,Adolfo Arejita,Q2824714,Adolfo,Arejita,t10914
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-5B0A5B4B-F1EB-44CB-8DC7-FA9D40343A94,1,David Lindemann,David Lindemann,Q57694630,David,Lindemann,t10927
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-7B32532B-3D48-4BB0-AB68-FC3BCC43553A,5,Xabier Saralegi,Xabier Saralegi,Q105668997,Xabier,Saralegi,t10925
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-89BE1A09-32C7-4062-ADA2-8283F38F2BA7,2,Iker Manterola,Iker Manterola,,Iker,Manterola,t10915
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-A3EC8E6D-66A7-462E-827C-C3D931117A1D,3,Rogelio Nazar,Rogelio Nazar,,Rogelio,Nazar,t10918
https://monumenta.wikibase.cloud/entity/Q445,https://monumenta.wikibase.cloud/entity/statement/Q445-DE320865-2FDF-4CA4-96CA-6AF007379082,4,Iñaki San Vicente,Iñaki San Vicente Roncal.,Q113578669,Iñaki,San Vicente,t10909
https://monumenta.wikibase.cloud/entity/Q446,https://monumenta.wikibase.cloud/entity/statement/Q446-B7A1ACFB-3002-4C08-B1FF-47B1264B0EC9,2,Iñaki San Vicente,Iñaki San Vicente Roncal.,Q113578669,Iñaki,San Vicente,t10881
https://monumenta.wikibase.cloud/entity/Q446,https://monumenta.wikibase.cloud/entity/statement/Q446-CF540E81-5823-4F8C-A636-C2AED585886F,1,David Lindemann,David Lindemann,Q57694630,David,Lindemann,t10886
https://monumenta.wikibase.cloud/entity/Q447,https://monumenta.wikibase.cloud/entity/statement/Q447-3ED72CCD-FB85-4D6E-9525-77DAB6814B92,1,Miren Azkarate,Miren Azkarate Villar,Q3316026,Miren,Azkarate,t10917
https://monumenta.wikibase.cloud/entity/Q448,https://monumenta.wikibase.cloud/entity/statement/Q448-AD771C9C-2187-4461-830E-DF1D90696221,1,Henri Gavel,Henri Gavel,Q220186,Henri,Gavel,t10883
https://monumenta.wikibase.cloud/entity/Q449,https://monumenta.wikibase.cloud/entity/statement/Q449-D3DA702E-3E92-44B4-A18A-A1A8E79FD3B8,1,Lino de Aquesolo,Lino de Aquesolo,,Lino de,Aquesolo,t10943
https://monumenta.wikibase.cloud/entity/Q450,https://monumenta.wikibase.cloud/entity/statement/Q450-6E9C706E-07DA-4E37-8DEB-DF22A3AF9D0A,1,Henri Gavel,Henri Gavel,Q220186,Henri,Gavel,t11023
https://monumenta.wikibase.cloud/entity/Q451,https://monumenta.wikibase.cloud/entity/statement/Q451-62371CDB-5314-4400-B99A-958BD6F7DE38,1,Henri Gavel,Henri Gavel,Q220186,Henri,Gavel,t11029
https://monumenta.wikibase.cloud/entity/Q452,https://monumenta.wikibase.cloud/entity/statement/Q452-022C67FA-EF9D-4227-A812-E42751A7BDE9,1,Miren Azkarate,Miren Azkarate Villar,Q3316026,Miren,Azkarate,t11025
https://monumenta.wikibase.cloud/entity/Q452,https://monumenta.wikibase.cloud/entity/statement/Q452-7E901C62-8F73-41DF-B327-18B8534BB89A,2,Lluïsa Gràcia,Lluïsa Gràcia i Solé,Q93387367,Lluïsa,Gràcia,t11026
https://monumenta.wikibase.cloud/entity/Q213,https://monumenta.wikibase.cloud/entity/statement/Q213-18A538A8-B7B9-437E-8ECC-15DD4AA74F80,1,Silvain Pouvreau,Silvain Pouvreau,Q12267411,Silvain,Pouvreau,t3798
https://monumenta.wikibase.cloud/entity/Q220,https://monumenta.wikibase.cloud/entity/statement/Q220-99921B2E-0AD6-4296-A9AF-2558FAFE55C2,1,Voltoire,Voltoire,Q12268917,,,t3281
https://monumenta.wikibase.cloud/entity/Q221,https://monumenta.wikibase.cloud/entity/statement/Q221-89F2B6D8-C089-4521-AA97-2C62FB4F709A,1,Voltoire,Voltoire,Q12268917,,,t3282
https://monumenta.wikibase.cloud/entity/Q222,https://monumenta.wikibase.cloud/entity/statement/Q222-40C3B770-B8DA-4D61-B78B-00CDCD2B1199,1,R. L. Trask,Larry Trask,Q2499834,R. L.,Trask,t3766
https://monumenta.wikibase.cloud/entity/Q222,https://monumenta.wikibase.cloud/entity/statement/Q222-B3EDC00B-03F3-465E-9685-D270F6B44A7B,2,Richard Coates,Richard Coates,Q7324807,Richard,Coates,t3808
https://monumenta.wikibase.cloud/entity/Q223,https://monumenta.wikibase.cloud/entity/statement/Q223-AC1AA686-3699-4309-B099-F58CFE956025,1,Arnauld d' Oihenart,Arnauld de Oihenart,Q2863280,Arnauld d',Oihenart,t3810
https://monumenta.wikibase.cloud/entity/Q224,https://monumenta.wikibase.cloud/entity/statement/Q224-5DCB754A-7F05-4E61-BFBE-AA3AD99A9F63,1,Arnauld Oihenart,Arnauld de Oihenart,Q2863280,Arnauld,Oihenart,t3267
https://monumenta.wikibase.cloud/entity/Q226,https://monumenta.wikibase.cloud/entity/statement/Q226-583E8430-EA0F-4191-ACCF-6549ACF2B26D,1,Arnauld Oihenart,Arnauld de Oihenart,Q2863280,Arnauld,Oihenart,t3288
https://monumenta.wikibase.cloud/entity/Q227,https://monumenta.wikibase.cloud/entity/statement/Q227-345B6446-2EE1-4131-B0F6-54F39068054E,1,Arnauld Oihenart,Arnauld de Oihenart,Q2863280,Arnauld,Oihenart,t3776
https://monumenta.wikibase.cloud/entity/Q228,https://monumenta.wikibase.cloud/entity/statement/Q228-58DF7F57-95B7-4F3A-A605-8B1077061874,1,Rafael Micoleta,Rafael de Micoleta,Q9065940,Rafael,Micoleta,t3760
https://monumenta.wikibase.cloud/entity/Q230,https://monumenta.wikibase.cloud/entity/statement/Q230-698081B2-535A-4EBC-B515-17C28CC1E863,1,Andrés Eliseo Mañaricua,Andres Eliseo Mañarikua,Q12253516,Andrés Eliseo,Mañaricua,t3271
https://monumenta.wikibase.cloud/entity/Q231,https://monumenta.wikibase.cloud/entity/statement/Q231-B505A274-32C9-420A-96EF-06F0528CBC8F,1,Manuel de Larramendi,Manuel de Larramendi,Q4890298,Manuel de,Larramendi,t3781
https://monumenta.wikibase.cloud/entity/Q233,https://monumenta.wikibase.cloud/entity/statement/Q233-C7A04A3F-708D-460C-99EE-0F34660228B5,1,Martin de Harriet,Martin de Harriet,,Martin de,Harriet,t4217
https://monumenta.wikibase.cloud/entity/Q234,https://monumenta.wikibase.cloud/entity/statement/Q234-B0E62626-31BB-4690-9135-31EC8130CEB9,1,Rafael de Micoleta,Rafael de Micoleta,Q9065940,Rafael de,Micoleta,t3806
https://monumenta.wikibase.cloud/entity/Q235,https://monumenta.wikibase.cloud/entity/statement/Q235-26220750-D9F4-4516-B8AE-448CC71E3F03,1,Elena Martinez de Madina Salazar,Elena Martínez de Madina Salazar,Q58096983,Elena,Martinez de Madina Salazar,t3785
https://monumenta.wikibase.cloud/entity/Q236,https://monumenta.wikibase.cloud/entity/statement/Q236-B13D8982-C821-4877-8B7D-732B5BBFEA91,1,"Larramendi, Manuel",Manuel de Larramendi,Q4890298,,,t3789
https://monumenta.wikibase.cloud/entity/Q237,https://monumenta.wikibase.cloud/entity/statement/Q237-7D337810-5862-4339-8B55-D33C2CEEEAF0,1,Ibargüen-Cachopin,Ibargüen-Cachopin,,,,t3778
https://monumenta.wikibase.cloud/entity/Q238,https://monumenta.wikibase.cloud/entity/statement/Q238-1C8BDE3B-4FCF-49C6-8D60-F3BFB5FAA0CB,1,Justo Gárate Arriola,Justo Gárate,Q11929503,Justo,Gárate Arriola,t3770
https://monumenta.wikibase.cloud/entity/Q239,https://monumenta.wikibase.cloud/entity/statement/Q239-D77F734D-6F9D-4243-960D-67811CE58FEA,1,Nicolaas Gerardus Hendricus Deen,Nicolaas Gerardus Hendricus Deen,Q5702708,Nicolaas Gerardus Hendricus,Deen,t3775
https://monumenta.wikibase.cloud/entity/Q240,https://monumenta.wikibase.cloud/entity/statement/Q240-EFC6E95B-137C-47B1-A301-9E1B949C25FA,1,Pierre d'Urte,Pierre d'Urte,,Pierre,d'Urte,t3786
https://monumenta.wikibase.cloud/entity/Q241,https://monumenta.wikibase.cloud/entity/statement/Q241-FF5C90FF-17D4-4A50-80F4-59DC66A01FD4,1,Jose Maria Aizpitarte,Jose Maria Aizpitarte,,Jose Maria,Aizpitarte,t4224
https://monumenta.wikibase.cloud/entity/Q243,https://monumenta.wikibase.cloud/entity/statement/Q243-22095D05-AE6D-4883-AABD-F06B7B5092EB,1,Angel Zelaieta,Angel Zelaieta,,Angel,Zelaieta,t3767
https://monumenta.wikibase.cloud/entity/Q244,https://monumenta.wikibase.cloud/entity/statement/Q244-79CE7237-938F-4803-8DDD-1F4A0F2EFF96,1,Voltoire,Voltoire,Q12268917,,,t3793
https://monumenta.wikibase.cloud/entity/Q245,https://monumenta.wikibase.cloud/entity/statement/Q245-D7DF4063-D703-4F41-AA43-0B181EBECA09,1,Voltoire,Voltoire,Q12268917,,,t3963
https://monumenta.wikibase.cloud/entity/Q246,https://monumenta.wikibase.cloud/entity/statement/Q246-33FEF594-75EB-4A1E-85C8-583FE552D16F,1,Voltoire,Voltoire,Q12268917,,,t3970
https://monumenta.wikibase.cloud/entity/Q247,https://monumenta.wikibase.cloud/entity/statement/Q247-5EDDCED3-6568-44C7-83BA-9A434BD1219F,1,Pierre Urte,Pierre Urte,Q12265967,Pierre,Urte,t3964
https://monumenta.wikibase.cloud/entity/Q248,https://monumenta.wikibase.cloud/entity/statement/Q248-9BAC4845-FE4C-4FC8-A0EE-24767B699EE9,1,Pierre Urte,Pierre Urte,Q12265967,Pierre,Urte,t3962
https://monumenta.wikibase.cloud/entity/Q249,https://monumenta.wikibase.cloud/entity/statement/Q249-EDC20CC8-9548-457C-B893-4D21EB325799,1,Patrizio Urkizu,Patrizio Urkizu,,Patrizio,Urkizu,t3965
https://monumenta.wikibase.cloud/entity/Q250,https://monumenta.wikibase.cloud/entity/statement/Q250-FE4C2173-5931-408B-9FFD-29AE9251A9FD,1,Arnauld Oihénart,Arnauld de Oihenart,Q2863280,Arnauld,Oihénart,t4028
https://monumenta.wikibase.cloud/entity/Q251,https://monumenta.wikibase.cloud/entity/statement/Q251-F55553FD-5CF1-4E42-B5B2-C4E90B57E0BD,1,Manuel de Larramendi,Manuel de Larramendi,Q4890298,Manuel de,Larramendi,t4031
https://monumenta.wikibase.cloud/entity/Q252,https://monumenta.wikibase.cloud/entity/statement/Q252-02810235-F0E8-427E-80FA-BAAC76FA41D2,1,Nicholaus Landuchius,Nicholaus Landuchius,,Nicholaus,Landuchius,t4209
https://monumenta.wikibase.cloud/entity/Q253,https://monumenta.wikibase.cloud/entity/statement/Q253-941C73D5-A044-4E0E-806B-FEC4E8565FF1,1,Nicola Landucci,Nicola Landucci,,Nicola,Landucci,t4194
https://monumenta.wikibase.cloud/entity/Q254,https://monumenta.wikibase.cloud/entity/statement/Q254-ED0FFE78-5ECF-423D-8886-AB085CB9A557,1,Nicola Landucci,Nicola Landucci,,Nicola,Landucci,t4211
https://monumenta.wikibase.cloud/entity/Q255,https://monumenta.wikibase.cloud/entity/statement/Q255-3A571E7C-2539-4C39-84E4-34EE00A0E52E,1,Joseba Andoni Lakarra,Joseba Lakarra,Q941098,Joseba Andoni,Lakarra,t4201
https://monumenta.wikibase.cloud/entity/Q256,https://monumenta.wikibase.cloud/entity/statement/Q256-16DA36F3-BAE1-4FB8-A068-4A97FE7D2F6D,1,Joseba Andoni Lakarra,Joseba Lakarra,Q941098,Joseba Andoni,Lakarra,t4192
https://monumenta.wikibase.cloud/entity/Q258,https://monumenta.wikibase.cloud/entity/statement/Q258-3A7F66BE-6101-4D2B-B623-7D241A16D5BC,1,Nicolaas G. H. Deen,Nicolaas G. H. Deen,,Nicolaas G. H.,Deen,t4256
https://monumenta.wikibase.cloud/entity/Q259,https://monumenta.wikibase.cloud/entity/statement/Q259-BF51015D-16F0-4738-B257-1008FE628796,1,Arnold von Harff,Arnold von Harff,Q645951,Arnold,von Harff,t4288
https://monumenta.wikibase.cloud/entity/Q260,https://monumenta.wikibase.cloud/entity/statement/Q260-7D04FFFA-8178-445E-B425-DAC20C2A011F,1,Pedro Antonio Añibarro,Pedro Añibarro,Q4890107,Pedro Antonio,Añibarro,t4502
https://monumenta.wikibase.cloud/entity/Q261,https://monumenta.wikibase.cloud/entity/statement/Q261-FA5EC2D4-57CB-4BCC-8228-BEC3437F1210,1,Juan Ignazio Iztueta,Juan Ignacio de Iztueta,Q9015632,Juan Ignazio,Iztueta,t4499
https://monumenta.wikibase.cloud/entity/Q262,https://monumenta.wikibase.cloud/entity/statement/Q262-7C2ADDC3-03E8-4144-A68D-3A59021D023C,1,Fleury de Lécluse,Fleury de Lécluse,Q21544603,Fleury de,Lécluse,t4506
https://monumenta.wikibase.cloud/entity/Q267,https://monumenta.wikibase.cloud/entity/statement/Q267-EF20D378-FDF6-462C-BAD4-B2E2BF1FD8E3,1,Luis Luciano Bonaparte,Louis Lucien Bonaparte,Q523352,Luis Luciano,Bonaparte,t4501
https://monumenta.wikibase.cloud/entity/Q270,https://monumenta.wikibase.cloud/entity/statement/Q270-24016B55-0639-418B-A005-2046BE7159DD,1,Jose Mari Etxebarria,Jose Mari Etxebarria Lejarraga,Q12260677,Jose Mari,Etxebarria,t5007
https://monumenta.wikibase.cloud/entity/Q271,https://monumenta.wikibase.cloud/entity/statement/Q271-4EF23CDE-775E-446D-9453-E042802FDFCD,1,Joseph de Jesús María Araquistáin,Joseph de Jesús María Araquistáin,,Joseph de Jesús María,Araquistáin,t5029
https://monumenta.wikibase.cloud/entity/Q272,https://monumenta.wikibase.cloud/entity/statement/Q272-D832B6D0-8A24-401D-8300-F8ECD49247BE,1,Eleuterio Basozabal,Eleuterio Basozabal,,Eleuterio,Basozabal,t5033
https://monumenta.wikibase.cloud/entity/Q273,https://monumenta.wikibase.cloud/entity/statement/Q273-E0B65FCA-8760-4903-95F3-0BAD225C4103,1,J. A. Zabala,J. A. Zabala,,J. A.,Zabala,t5034
https://monumenta.wikibase.cloud/entity/Q274,https://monumenta.wikibase.cloud/entity/statement/Q274-58987141-C742-441A-95A4-1B553762DF03,1,Juan Antonio Moguel,Juan Antonio Mogel,Q3321878,Juan Antonio,Moguel,t5021
https://monumenta.wikibase.cloud/entity/Q275,https://monumenta.wikibase.cloud/entity/statement/Q275-7101843A-7CD0-4BB2-87DC-D7B13B27B0E3,1,André Tournier,André Tournier,,André,Tournier,t5003
https://monumenta.wikibase.cloud/entity/Q275,https://monumenta.wikibase.cloud/entity/statement/Q275-CBA99CC3-5D27-4FD1-BD93-45CD254BC9F3,2,Pierre Lafitte,Pierre Lafitte Ithurralde,Q3138345,Pierre,Lafitte,t5013
https://monumenta.wikibase.cloud/entity/Q276,https://monumenta.wikibase.cloud/entity/statement/Q276-11BFD12A-1EC1-4FE8-842E-C15A6FADAD60,1,Joseba Andoni Lakarra Andrinua,Joseba Lakarra,Q941098,Joseba Andoni,Lakarra Andrinua,t5027
https://monumenta.wikibase.cloud/entity/Q276,https://monumenta.wikibase.cloud/entity/statement/Q276-64F29A16-A9F7-4009-BB81-23ED7959480D,2,Blanca Urgell Lázaro,Blanca Urgell,Q8248653,Blanca,Urgell Lázaro,t5005
https://monumenta.wikibase.cloud/entity/Q278,https://monumenta.wikibase.cloud/entity/statement/Q278-6671737C-4A76-4B52-9433-7FED875C3922,1,Peter Simon Pallas,Peter Simon Pallas,Q155914,Peter Simon,Pallas,t5038
